Mission_time,Temp1,Temp2,Pressure1,Pressure2,Temp3,Temp4,Pressure3,Pressure4,Temp5,Temp6,Pressure5,Pressure6,Pressurant_Fill_Indicator,Pressurant_Oxidizer_Indicator,Oxidizer_Fill_Indicator,Oxidizer_Combustion_Indicator
452.43,174.80,0.00,48.64,0.00,179.69,0.00,181.26,0.00,0.00,0.00,204.33,0.00,0,0,0,0
453.43,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,204.33,0.00,0,0,0,0
454.44,173.83,0.00,48.29,0.00,178.71,0.00,179.64,0.00,0.00,0.00,202.70,0.00,0,0,0,0
455.44,173.83,0.00,48.29,0.00,178.71,0.00,179.64,0.00,0.00,0.00,202.70,0.00,0,0,0,0
456.45,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,204.33,0.00,0,0,0,0
457.45,174.32,0.00,48.47,0.00,179.20,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
458.46,173.34,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
459.46,174.32,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
460.47,174.80,0.00,48.64,0.00,179.69,0.00,181.26,0.00,0.00,0.00,204.33,0.00,0,0,0,0
461.47,173.83,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
462.48,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
463.48,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
464.49,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,204.33,0.00,0,0,0,0
465.50,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
466.50,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
467.51,174.80,0.00,48.64,0.00,179.69,0.00,181.26,0.00,0.00,0.00,204.33,0.00,0,0,0,0
468.51,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,204.33,0.00,0,0,0,0
469.52,173.83,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,202.70,0.00,0,0,0,0
470.52,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
471.53,174.80,0.00,48.64,0.00,179.69,0.00,181.26,0.00,0.00,0.00,204.33,0.00,0,0,0,0
472.54,172.85,0.00,47.93,0.00,177.73,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
473.54,172.36,0.00,47.76,0.00,177.25,0.00,176.38,0.00,0.00,0.00,200.26,0.00,0,0,0,0
474.55,174.32,0.00,48.47,0.00,179.20,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
475.55,173.83,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
476.56,184.57,0.00,52.89,0.00,192.38,0.00,202.42,0.00,0.00,0.00,221.42,0.00,0,0,0,0
477.56,172.36,0.00,47.76,0.00,176.76,0.00,175.57,0.00,0.00,0.00,200.26,0.00,0,0,0,0
478.57,174.80,0.00,48.64,0.00,179.69,0.00,181.26,0.00,0.00,0.00,204.33,0.00,0,0,0,0
479.57,174.80,0.00,48.64,0.00,180.18,0.00,181.26,0.00,0.00,0.00,204.33,0.00,0,0,0,0
480.58,174.32,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
481.58,174.32,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
482.59,174.80,0.00,48.64,0.00,179.69,0.00,181.26,0.00,0.00,0.00,204.33,0.00,0,0,0,0
483.59,174.80,0.00,48.64,0.00,179.69,0.00,181.26,0.00,0.00,0.00,204.33,0.00,0,0,0,0
484.60,173.83,0.00,48.47,0.00,178.71,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
485.61,174.32,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,202.70,0.00,0,0,0,0
486.61,174.80,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,204.33,0.00,0,0,0,0
487.61,174.80,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,204.33,0.00,0,0,0,0
488.62,173.83,0.00,48.29,0.00,178.71,0.00,179.64,0.00,0.00,0.00,202.70,0.00,0,0,0,0
489.63,174.32,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
490.63,174.80,0.00,48.82,0.00,179.69,0.00,181.26,0.00,0.00,0.00,204.33,0.00,0,0,0,0
491.64,174.32,0.00,48.64,0.00,179.20,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
492.64,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
493.65,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
494.65,174.80,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,204.33,0.00,0,0,0,0
495.66,174.32,0.00,48.47,0.00,179.20,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
496.66,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
497.67,174.80,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
498.67,174.80,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,204.33,0.00,0,0,0,0
499.68,174.32,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
500.69,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
501.69,174.80,0.00,48.64,0.00,179.69,0.00,181.26,0.00,0.00,0.00,204.33,0.00,0,0,0,0
502.70,174.80,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.14,0.00,0,0,0,0
503.70,174.32,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
504.71,170.90,0.00,47.05,0.00,175.29,0.00,172.31,0.00,0.00,0.00,197.82,0.00,0,0,0,0
505.71,173.34,0.00,48.29,0.00,178.71,0.00,178.01,0.00,0.00,0.00,201.08,0.00,0,0,0,0
506.72,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
507.72,173.34,0.00,48.11,0.00,178.22,0.00,178.01,0.00,0.00,0.00,201.89,0.00,0,0,0,0

513.73,175.29,0.00,48.64,0.00,179.20,0.00,178.82,0.00,0.00,0.00,203.52,0.00,0,0,0,0
514.74,174.32,0.00,48.11,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
515.74,174.32,0.00,48.29,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
516.75,174.80,0.00,48.64,0.00,178.71,0.00,178.01,0.00,0.00,0.00,202.70,0.00,0,0,0,0
517.75,174.32,0.00,48.29,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
518.76,174.32,0.00,48.11,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
519.76,175.29,0.00,48.64,0.00,178.71,0.00,178.01,0.00,0.00,0.00,202.70,0.00,0,0,0,0
520.77,174.80,0.00,48.47,0.00,178.22,0.00,177.19,0.00,0.00,0.00,202.70,0.00,0,0,0,0
521.77,173.34,0.00,47.93,0.00,176.76,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
522.78,201.17,0.00,58.90,0.00,208.98,0.00,230.90,0.00,0.00,0.00,249.09,0.00,0,0,0,0
523.78,167.97,0.00,44.75,0.00,167.48,0.00,159.29,0.00,0.00,0.00,191.31,0.00,0,0,0,0
524.79,166.02,0.00,45.10,0.00,168.95,0.00,160.92,0.00,0.00,0.00,187.24,0.00,0,0,0,0
525.79,166.02,0.00,45.28,0.00,169.92,0.00,163.36,0.00,0.00,0.00,188.05,0.00,0,0,0,0
526.80,165.53,0.00,45.10,0.00,168.95,0.00,161.73,0.00,0.00,0.00,187.24,0.00,0,0,0,0
527.81,166.02,0.00,45.10,0.00,169.43,0.00,162.55,0.00,0.00,0.00,188.05,0.00,0,0,0,0
528.81,168.46,0.00,46.52,0.00,172.85,0.00,168.24,0.00,0.00,0.00,192.94,0.00,0,0,0,0
529.82,167.48,0.00,45.46,0.00,170.41,0.00,164.17,0.00,0.00,0.00,190.50,0.00,0,0,0,0
530.82,169.92,0.00,46.70,0.00,173.83,0.00,169.87,0.00,0.00,0.00,194.57,0.00,0,0,0,0
531.83,177.25,0.00,49.70,0.00,182.62,0.00,185.33,0.00,0.00,0.00,207.59,0.00,0,0,0,0
532.83,173.34,0.00,47.76,0.00,176.76,0.00,174.75,0.00,0.00,0.00,201.08,0.00,0,0,0,0
533.84,171.39,0.00,47.05,0.00,174.32,0.00,171.50,0.00,0.00,0.00,197.01,0.00,0,0,0,0
534.84,168.46,0.00,45.99,0.00,171.39,0.00,165.80,0.00,0.00,0.00,192.12,0.00,0,0,0,0
535.85,166.02,0.00,45.10,0.00,168.46,0.00,160.92,0.00,0.00,0.00,187.24,0.00,0,0,0,0
536.85,153.32,0.00,39.97,0.00,153.81,0.00,134.88,0.00,0.00,0.00,164.45,0.00,0,0,0,0
537.86,160.16,0.00,43.51,0.00,164.55,0.00,153.59,0.00,0.00,0.00,176.66,0.00,0,0,0,0
538.86,169.43,0.00,46.87,0.00,173.83,0.00,170.68,0.00,0.00,0.00,193.75,0.00,0,0,0,0
539.87,171.39,0.00,47.40,0.00,175.29,0.00,173.12,0.00,0.00,0.00,197.82,0.00,0,0,0,0
540.88,173.34,0.00,47.93,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
541.88,173.34,0.00,47.93,0.00,176.76,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
542.89,173.34,0.00,47.93,0.00,177.25,0.00,175.57,0.00,0.00,0.00,200.26,0.00,0,0,0,0
543.89,172.36,0.00,47.40,0.00,175.78,0.00,173.12,0.00,0.00,0.00,198.63,0.00,0,0,0,0
544.90,172.85,0.00,47.58,0.00,175.78,0.00,173.12,0.00,0.00,0.00,198.63,0.00,0,0,0,0
545.90,173.34,0.00,47.93,0.00,177.25,0.00,175.57,0.00,0.00,0.00,200.26,0.00,0,0,0,0
546.91,172.36,0.00,47.40,0.00,175.29,0.00,173.12,0.00,0.00,0.00,198.63,0.00,0,0,0,0
547.91,172.36,0.00,47.40,0.00,175.29,0.00,172.31,0.00,0.00,0.00,197.82,0.00,0,0,0,0
548.92,173.83,0.00,48.11,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
549.92,172.85,0.00,47.76,0.00,176.27,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
550.93,172.36,0.00,47.40,0.00,175.29,0.00,172.31,0.00,0.00,0.00,197.82,0.00,0,0,0,0
551.94,173.83,0.00,48.11,0.00,177.25,0.00,175.57,0.00,0.00,0.00,200.26,0.00,0,0,0,0
552.94,173.34,0.00,47.93,0.00,176.76,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
553.95,172.36,0.00,47.40,0.00,175.29,0.00,173.12,0.00,0.00,0.00,198.63,0.00,0,0,0,0
554.95,173.83,0.00,47.93,0.00,177.25,0.00,175.57,0.00,0.00,0.00,200.26,0.00,0,0,0,0
555.96,173.34,0.00,47.93,0.00,176.76,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
556.96,172.36,0.00,47.40,0.00,175.29,0.00,172.31,0.00,0.00,0.00,198.63,0.00,0,0,0,0
557.97,173.34,0.00,47.93,0.00,176.76,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
558.97,173.83,0.00,48.11,0.00,177.25,0.00,176.38,0.00,0.00,0.00,201.08,0.00,0,0,0,0
559.98,172.36,0.00,47.40,0.00,175.78,0.00,173.12,0.00,0.00,0.00,198.63,0.00,0,0,0,0
560.98,173.34,0.00,47.93,0.00,176.76,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
561.99,173.83,0.00,48.11,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
563.00,172.85,0.00,47.58,0.00,176.27,0.00,173.94,0.00,0.00,0.00,199.45,0.00,0,0,0,0
564.00,173.34,0.00,47.76,0.00,176.27,0.00,174.75,0.00,0.00,0.00,199.45,0.00,0,0,0,0
565.01,173.83,0.00,48.29,0.00,177.73,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
566.01,173.34,0.00,47.93,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
567.02,172.36,0.00,47.40,0.00,175.29,0.00,172.31,0.00,0.00,0.00,197.82,0.00,0,0,0,0
568.02,176.76,0.00,49.35,0.00,180.66,0.00,182.08,0.00,0.00,0.00,205.96,0.00,0,0,0,0
569.03,174.80,0.00,48.29,0.00,178.22,0.00,178.01,0.00,0.00,0.00,203.52,0.00,0,0,0,0
570.03,172.85,0.00,47.58,0.00,175.78,0.00,173.12,0.00,0.00,0.00,199.45,0.00,0,0,0,0
571.04,173.83,0.00,47.93,0.00,177.25,0.00,175.57,0.00,0.00,0.00,200.26,0.00,0,0,0,0
572.04,173.34,0.00,47.93,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
573.05,172.36,0.00,47.40,0.00,175.29,0.00,172.31,0.00,0.00,0.00,198.63,0.00,0,0,0,0
574.05,172.85,0.00,47.76,0.00,176.27,0.00,173.94,0.00,0.00,0.00,198.63,0.00,0,0,0,0
575.06,173.34,0.00,47.93,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
576.07,172.36,0.00,47.58,0.00,175.78,0.00,173.12,0.00,0.00,0.00,199.45,0.00,0,0,0,0
577.07,173.34,0.00,47.93,0.00,176.76,0.00,175.57,0.00,0.00,0.00,200.26,0.00,0,0,0,0
578.08,174.32,0.00,48.29,0.00,177.73,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
579.08,172.85,0.00,47.58,0.00,176.27,0.00,173.94,0.00,0.00,0.00,200.26,0.00,0,0,0,0
580.09,172.85,0.00,47.76,0.00,176.27,0.00,173.94,0.00,0.00,0.00,199.45,0.00,0,0,0,0
581.09,174.32,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
582.10,173.34,0.00,47.76,0.00,176.76,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
583.10,172.85,0.00,47.58,0.00,176.27,0.00,173.94,0.00,0.00,0.00,199.45,0.00,0,0,0,0
584.11,173.83,0.00,48.11,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.08,0.00,0,0,0,0
585.11,173.34,0.00,47.93,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
586.12,172.85,0.00,47.58,0.00,175.78,0.00,173.94,0.00,0.00,0.00,199.45,0.00,0,0,0,0
587.12,173.83,0.00,48.11,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.08,0.00,0,0,0,0
588.13,173.83,0.00,48.11,0.00,177.25,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
589.14,172.85,0.00,47.58,0.00,175.78,0.00,173.94,0.00,0.00,0.00,199.45,0.00,0,0,0,0
590.14,173.83,0.00,48.11,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
591.15,174.32,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
592.15,173.34,0.00,47.76,0.00,176.27,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
593.16,173.34,0.00,47.93,0.00,176.76,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
594.16,174.32,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,202.70,0.00,0,0,0,0
595.17,173.34,0.00,47.93,0.00,176.76,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
596.17,173.34,0.00,47.76,0.00,176.27,0.00,173.94,0.00,0.00,0.00,199.45,0.00,0,0,0,0
597.18,174.32,0.00,48.29,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
598.18,173.83,0.00,48.11,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
599.19,172.85,0.00,47.58,0.00,175.78,0.00,173.12,0.00,0.00,0.00,199.45,0.00,0,0,0,0
600.20,173.83,0.00,48.11,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.08,0.00,0,0,0,0
601.20,174.32,0.00,48.29,0.00,177.73,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
602.21,173.34,0.00,47.76,0.00,176.27,0.00,173.94,0.00,0.00,0.00,200.26,0.00,0,0,0,0
603.21,173.83,0.00,47.93,0.00,176.76,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
604.22,174.32,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,202.70,0.00,0,0,0,0
605.22,173.34,0.00,47.76,0.00,176.76,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
606.23,173.34,0.00,47.76,0.00,176.27,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
607.23,174.80,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
608.24,173.83,0.00,48.11,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
609.24,172.85,0.00,47.76,0.00,176.27,0.00,173.94,0.00,0.00,0.00,199.45,0.00,0,0,0,0
610.25,174.32,0.00,48.29,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
611.26,173.83,0.00,47.93,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
612.26,173.34,0.00,47.93,0.00,176.76,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
613.27,174.80,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
614.27,176.76,0.00,49.35,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
615.28,174.32,0.00,48.11,0.00,177.25,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
616.28,174.32,0.00,48.11,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
617.29,175.78,0.00,48.64,0.00,179.20,0.00,178.82,0.00,0.00,0.00,204.33,0.00,0,0,0,0
618.29,173.83,0.00,47.93,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
619.30,172.85,0.00,47.76,0.00,176.27,0.00,173.94,0.00,0.00,0.00,199.45,0.00,0,0,0,0
620.30,174.32,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
621.31,173.83,0.00,47.93,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
622.31,172.85,0.00,47.58,0.00,176.27,0.00,173.94,0.00,0.00,0.00,199.45,0.00,0,0,0,0
623.32,174.32,0.00,48.29,0.00,177.73,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
624.32,173.83,0.00,48.11,0.00,177.25,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
625.33,172.85,0.00,47.58,0.00,175.78,0.00,173.94,0.00,0.00,0.00,199.45,0.00,0,0,0,0
626.34,173.83,0.00,48.11,0.00,177.25,0.00,176.38,0.00,0.00,0.00,201.08,0.00,0,0,0,0
627.34,174.80,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,202.70,0.00,0,0,0,0
628.35,173.34,0.00,47.76,0.00,176.27,0.00,173.94,0.00,0.00,0.00,200.26,0.00,0,0,0,0
629.35,173.83,0.00,47.93,0.00,176.76,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
630.36,174.32,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,202.70,0.00,0,0,0,0
631.36,173.34,0.00,47.76,0.00,176.76,0.00,174.75,0.00,0.00,0.00,201.08,0.00,0,0,0,0
632.37,173.34,0.00,47.76,0.00,176.76,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
633.37,174.32,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
634.38,173.83,0.00,48.11,0.00,177.25,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
635.38,173.34,0.00,47.76,0.00,176.27,0.00,173.94,0.00,0.00,0.00,199.45,0.00,0,0,0,0
636.39,174.32,0.00,48.29,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
637.39,174.32,0.00,48.29,0.00,177.73,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
638.40,173.34,0.00,47.76,0.00,176.27,0.00,173.94,0.00,0.00,0.00,200.26,0.00,0,0,0,0
639.41,173.83,0.00,48.11,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
640.41,174.32,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,202.70,0.00,0,0,0,0
641.42,173.34,0.00,47.76,0.00,176.76,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
642.42,173.34,0.00,47.76,0.00,176.76,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
643.43,174.32,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
644.43,173.83,0.00,48.11,0.00,177.25,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
645.44,173.34,0.00,47.76,0.00,176.27,0.00,173.94,0.00,0.00,0.00,200.26,0.00,0,0,0,0
646.44,174.32,0.00,48.11,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.08,0.00,0,0,0,0
647.45,174.32,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,202.70,0.00,0,0,0,0
648.46,173.34,0.00,47.76,0.00,176.27,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
649.46,173.83,0.00,47.93,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
650.47,174.80,0.00,48.47,0.00,178.22,0.00,178.01,0.00,0.00,0.00,202.70,0.00,0,0,0,0
651.47,173.34,0.00,47.93,0.00,176.76,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
652.48,173.34,0.00,47.76,0.00,176.27,0.00,173.94,0.00,0.00,0.00,199.45,0.00,0,0,0,0
653.48,174.32,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
654.49,173.83,0.00,48.11,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
655.49,172.85,0.00,47.58,0.00,175.78,0.00,173.94,0.00,0.00,0.00,199.45,0.00,0,0,0,0
656.50,174.32,0.00,48.11,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.08,0.00,0,0,0,0
657.50,174.80,0.00,48.47,0.00,178.22,0.00,178.01,0.00,0.00,0.00,202.70,0.00,0,0,0,0
658.51,173.34,0.00,47.93,0.00,176.76,0.00,174.75,0.00,0.00,0.00,201.08,0.00,0,0,0,0
659.51,173.83,0.00,47.93,0.00,176.76,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
660.52,174.80,0.00,48.47,0.00,178.22,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
661.53,173.83,0.00,48.11,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.89,0.00,0,0,0,0
662.53,173.34,0.00,47.76,0.00,176.27,0.00,173.94,0.00,0.00,0.00,200.26,0.00,0,0,0,0
663.53,174.32,0.00,48.29,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.08,0.00,0,0,0,0
664.54,174.32,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,202.70,0.00,0,0,0,0
665.55,173.34,0.00,47.76,0.00,176.27,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
666.55,172.36,0.00,47.40,0.00,175.29,0.00,172.31,0.00,0.00,0.00,197.82,0.00,0,0,0,0
667.56,174.32,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
668.56,173.83,0.00,47.93,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
669.57,173.34,0.00,47.76,0.00,176.27,0.00,173.94,0.00,0.00,0.00,200.26,0.00,0,0,0,0
670.57,174.32,0.00,48.29,0.00,177.73,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
671.58,174.80,0.00,48.29,0.00,178.22,0.00,178.01,0.00,0.00,0.00,202.70,0.00,0,0,0,0
672.58,174.32,0.00,48.11,0.00,177.73,0.00,176.38,0.00,0.00,0.00,202.70,0.00,0,0,0,0
673.59,174.32,0.00,48.11,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
674.59,175.29,0.00,48.64,0.00,178.71,0.00,178.82,0.00,0.00,0.00,203.52,0.00,0,0,0,0
675.60,174.32,0.00,48.11,0.00,177.73,0.00,176.38,0.00,0.00,0.00,201.89,0.00,0,0,0,0
676.60,172.85,0.00,47.58,0.00,176.27,0.00,173.94,0.00,0.00,0.00,199.45,0.00,0,0,0,0
677.61,173.83,0.00,48.11,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
678.62,174.32,0.00,48.29,0.00,178.22,0.00,178.01,0.00,0.00,0.00,202.70,0.00,0,0,0,0
679.62,173.83,0.00,47.93,0.00,177.25,0.00,175.57,0.00,0.00,0.00,201.08,0.00,0,0,0,0
680.63,173.34,0.00,47.76,0.00,176.27,0.00,173.94,0.00,0.00,0.00,199.45,0.00,0,0,0,0
681.63,174.32,0.00,48.29,0.00,177.73,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
682.64,174.32,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,202.70,0.00,0,0,0,0
683.64,173.34,0.00,47.76,0.00,176.76,0.00,174.75,0.00,0.00,0.00,201.08,0.00,0,0,0,0
684.65,173.34,0.00,47.93,0.00,176.76,0.00,174.75,0.00,0.00,0.00,200.26,0.00,0,0,0,0
685.66,174.32,0.00,48.29,0.00,178.22,0.00,177.19,0.00,0.00,0.00,201.89,0.00,0,0,0,0
686.66,177.25,0.00,49.35,0.00,181.15,0.00,182.89,0.00,0.00,0.00,207.59,0.00,0,0,0,0
687.67,173.34,0.00,47.76,0.00,176.76,0.00,174.75,0.00,0.00,0.00,201.08,0.00,0,0,0,0
688.67,186.04,0.00,53.24,0.00,192.38,0.00,202.42,0.00,0.00,0.00,223.05,0.00,0,0,0,0
