Mission_time,Temp1,Temp2,Pressure1,Pressure2,Temp3,Temp4,Pressure3,Pressure4,Temp5,Temp6,Pressure5,Pressure6,Pressurant_Fill_Indicator,Pressurant_Oxidizer_Indicator,Oxidizer_Fill_Indicator,Oxidizer_Combustion_Indicator
220.18,176.27,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
221.18,176.27,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
222.19,176.76,0.00,49.17,0.00,181.15,0.00,182.08,0.00,0.00,0.00,207.59,0.00,0,0,0,0
223.19,176.27,0.00,49.17,0.00,180.66,0.00,182.08,0.00,0.00,0.00,207.59,0.00,0,0,0,0
224.20,176.27,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
225.20,176.27,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
226.21,176.76,0.00,49.35,0.00,181.15,0.00,182.89,0.00,0.00,0.00,207.59,0.00,0,0,0,0
227.22,176.27,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
228.22,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
229.23,176.76,0.00,49.17,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
230.23,176.76,0.00,49.17,0.00,181.15,0.00,182.08,0.00,0.00,0.00,207.59,0.00,0,0,0,0
231.24,175.78,0.00,48.82,0.00,180.18,0.00,180.45,0.00,0.00,0.00,206.77,0.00,0,0,0,0
232.24,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
233.25,176.76,0.00,49.17,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
234.25,176.76,0.00,49.17,0.00,180.66,0.00,182.08,0.00,0.00,0.00,207.59,0.00,0,0,0,0
235.26,175.78,0.00,48.82,0.00,180.18,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
236.26,176.27,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
237.27,176.76,0.00,49.17,0.00,181.15,0.00,182.08,0.00,0.00,0.00,207.59,0.00,0,0,0,0
238.27,176.27,0.00,49.00,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
239.28,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
240.29,176.27,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
241.29,176.76,0.00,49.17,0.00,181.15,0.00,182.08,0.00,0.00,0.00,207.59,0.00,0,0,0,0
242.30,176.27,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
243.30,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
244.31,176.27,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
245.31,176.76,0.00,49.17,0.00,181.15,0.00,182.08,0.00,0.00,0.00,207.59,0.00,0,0,0,0
246.32,176.27,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
247.32,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
248.33,176.27,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
249.33,176.76,0.00,49.17,0.00,181.15,0.00,182.08,0.00,0.00,0.00,207.59,0.00,0,0,0,0
250.34,176.27,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
251.34,176.27,0.00,49.00,0.00,180.18,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
252.35,176.76,0.00,49.17,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
253.36,177.25,0.00,49.35,0.00,181.15,0.00,182.89,0.00,0.00,0.00,207.59,0.00,0,0,0,0
254.36,176.27,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
255.37,176.27,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
256.37,176.76,0.00,49.17,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
257.38,176.76,0.00,49.00,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
258.38,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
259.39,176.27,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
260.39,176.76,0.00,49.17,0.00,181.15,0.00,182.89,0.00,0.00,0.00,207.59,0.00,0,0,0,0
261.40,176.76,0.00,49.17,0.00,180.66,0.00,182.08,0.00,0.00,0.00,207.59,0.00,0,0,0,0
262.41,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
263.41,176.27,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
264.42,176.76,0.00,49.17,0.00,181.15,0.00,182.08,0.00,0.00,0.00,207.59,0.00,0,0,0,0
265.42,176.27,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
266.43,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
267.43,176.76,0.00,49.17,0.00,181.15,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
268.44,176.76,0.00,49.17,0.00,181.15,0.00,182.08,0.00,0.00,0.00,207.59,0.00,0,0,0,0
269.44,176.27,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
270.45,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
271.45,176.76,0.00,49.17,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
272.46,176.76,0.00,49.17,0.00,180.66,0.00,182.08,0.00,0.00,0.00,207.59,0.00,0,0,0,0
273.46,176.27,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
274.47,176.27,0.00,49.00,0.00,180.18,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
275.47,176.76,0.00,49.17,0.00,181.15,0.00,182.08,0.00,0.00,0.00,207.59,0.00,0,0,0,0
276.48,176.27,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
277.48,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
278.49,176.27,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
279.50,176.76,0.00,49.35,0.00,181.15,0.00,182.89,0.00,0.00,0.00,207.59,0.00,0,0,0,0
280.50,176.27,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
281.51,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
282.51,176.27,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
283.52,176.76,0.00,49.17,0.00,181.15,0.00,182.08,0.00,0.00,0.00,207.59,0.00,0,0,0,0
284.52,176.76,0.00,49.17,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
285.53,177.25,0.00,49.35,0.00,181.15,0.00,182.89,0.00,0.00,0.00,208.40,0.00,0,0,0,0
286.53,176.76,0.00,49.17,0.00,181.15,0.00,182.08,0.00,0.00,0.00,207.59,0.00,0,0,0,0
287.54,177.25,0.00,49.35,0.00,181.64,0.00,183.70,0.00,0.00,0.00,208.40,0.00,0,0,0,0
288.54,176.27,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
289.55,176.76,0.00,49.17,0.00,180.66,0.00,181.26,0.00,0.00,0.00,206.77,0.00,0,0,0,0
290.55,176.76,0.00,49.17,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
291.56,176.27,0.00,49.00,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
292.57,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
293.57,176.27,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
294.58,176.27,0.00,49.17,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
295.58,175.78,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
296.59,175.78,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
297.59,175.29,0.00,48.64,0.00,179.69,0.00,179.64,0.00,0.00,0.00,205.14,0.00,0,0,0,0
298.60,175.78,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
299.60,175.29,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
300.61,175.29,0.00,48.64,0.00,179.20,0.00,179.64,0.00,0.00,0.00,205.14,0.00,0,0,0,0
301.61,175.78,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
302.62,175.78,0.00,49.00,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
303.63,175.29,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
304.63,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
305.64,176.27,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
306.64,175.78,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
307.65,175.29,0.00,48.64,0.00,179.69,0.00,179.64,0.00,0.00,0.00,205.14,0.00,0,0,0,0
308.65,175.78,0.00,48.82,0.00,180.18,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
309.66,175.78,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
310.66,175.78,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
311.67,175.29,0.00,48.64,0.00,179.20,0.00,179.64,0.00,0.00,0.00,205.14,0.00,0,0,0,0
312.67,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
313.68,175.78,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
314.69,175.78,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
315.69,175.29,0.00,48.64,0.00,179.20,0.00,179.64,0.00,0.00,0.00,205.14,0.00,0,0,0,0
316.70,175.78,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
317.70,175.78,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
318.71,174.80,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,205.14,0.00,0,0,0,0
319.71,174.80,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,204.33,0.00,0,0,0,0
320.72,175.29,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
321.72,175.78,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
322.73,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
323.73,175.29,0.00,48.64,0.00,179.69,0.00,179.64,0.00,0.00,0.00,205.14,0.00,0,0,0,0
324.74,175.78,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
325.75,176.27,0.00,49.00,0.00,180.66,0.00,182.08,0.00,0.00,0.00,205.96,0.00,0,0,0,0
326.75,175.78,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
327.76,174.80,0.00,48.47,0.00,179.20,0.00,178.82,0.00,0.00,0.00,204.33,0.00,0,0,0,0
328.76,175.78,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
329.77,175.78,0.00,49.00,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
330.77,175.29,0.00,48.64,0.00,179.69,0.00,179.64,0.00,0.00,0.00,205.14,0.00,0,0,0,0
331.78,175.29,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
332.78,175.78,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
333.79,175.78,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
334.79,176.27,0.00,49.00,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
335.80,175.29,0.00,48.64,0.00,179.20,0.00,179.64,0.00,0.00,0.00,205.14,0.00,0,0,0,0
336.80,175.78,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
337.81,175.78,0.00,48.82,0.00,180.18,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
338.81,175.29,0.00,48.64,0.00,179.20,0.00,179.64,0.00,0.00,0.00,205.14,0.00,0,0,0,0
339.82,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
340.83,176.27,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
341.83,175.78,0.00,48.82,0.00,180.18,0.00,180.45,0.00,0.00,0.00,205.96,0.00,0,0,0,0
342.84,175.29,0.00,48.64,0.00,179.20,0.00,179.64,0.00,0.00,0.00,205.14,0.00,0,0,0,0
343.84,175.78,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
344.85,176.27,0.00,49.00,0.00,180.66,0.00,182.08,0.00,0.00,0.00,206.77,0.00,0,0,0,0
345.85,175.29,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
346.86,175.29,0.00,48.64,0.00,179.69,0.00,179.64,0.00,0.00,0.00,204.33,0.00,0,0,0,0
347.86,175.78,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
348.87,175.78,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
349.88,175.29,0.00,48.64,0.00,179.69,0.00,179.64,0.00,0.00,0.00,205.14,0.00,0,0,0,0
350.88,175.29,0.00,48.64,0.00,179.69,0.00,179.64,0.00,0.00,0.00,205.14,0.00,0,0,0,0
351.89,175.78,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
352.89,175.78,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
353.90,175.29,0.00,48.64,0.00,179.20,0.00,179.64,0.00,0.00,0.00,205.14,0.00,0,0,0,0
354.90,175.29,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
355.91,176.27,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
356.91,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
357.92,175.29,0.00,48.64,0.00,179.20,0.00,179.64,0.00,0.00,0.00,204.33,0.00,0,0,0,0
358.92,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
359.93,176.27,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
360.93,175.29,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
361.94,175.29,0.00,48.64,0.00,179.20,0.00,179.64,0.00,0.00,0.00,204.33,0.00,0,0,0,0
362.95,175.78,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
363.95,175.78,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
364.95,175.29,0.00,48.64,0.00,179.69,0.00,179.64,0.00,0.00,0.00,205.14,0.00,0,0,0,0
365.96,175.29,0.00,48.64,0.00,179.20,0.00,179.64,0.00,0.00,0.00,204.33,0.00,0,0,0,0
366.97,175.78,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
367.97,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
368.98,174.80,0.00,48.64,0.00,179.20,0.00,179.64,0.00,0.00,0.00,204.33,0.00,0,0,0,0
369.98,175.29,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
370.99,175.78,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
371.99,175.78,0.00,48.82,0.00,180.18,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
373.00,175.29,0.00,48.64,0.00,179.20,0.00,179.64,0.00,0.00,0.00,204.33,0.00,0,0,0,0
374.00,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
375.01,176.27,0.00,49.00,0.00,180.66,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
376.02,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
377.02,175.29,0.00,48.64,0.00,179.20,0.00,179.64,0.00,0.00,0.00,204.33,0.00,0,0,0,0
378.02,175.78,0.00,48.82,0.00,179.69,0.00,180.45,0.00,0.00,0.00,205.14,0.00,0,0,0,0
379.03,175.78,0.00,49.00,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.96,0.00,0,0,0,0
380.04,174.80,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,204.33,0.00,0,0,0,0
381.04,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
382.05,174.32,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
383.05,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,204.33,0.00,0,0,0,0
384.06,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
385.06,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
386.07,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
387.08,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,204.33,0.00,0,0,0,0
388.08,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
389.08,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
390.09,174.32,0.00,48.47,0.00,179.20,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
391.10,174.32,0.00,48.47,0.00,179.69,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
392.10,173.34,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
393.11,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
394.11,174.32,0.00,48.47,0.00,179.20,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
395.12,174.32,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
396.12,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
397.13,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
398.13,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
399.14,174.32,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
400.14,173.34,0.00,48.11,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
401.15,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
402.16,174.32,0.00,48.47,0.00,179.69,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
403.16,173.83,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
404.17,173.34,0.00,48.11,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
405.17,173.83,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,202.70,0.00,0,0,0,0
406.18,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,204.33,0.00,0,0,0,0
407.18,173.83,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
408.19,173.34,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
409.19,174.32,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
410.20,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,204.33,0.00,0,0,0,0
411.20,173.83,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
412.21,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
413.22,174.32,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
414.22,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,204.33,0.00,0,0,0,0
415.23,176.76,0.00,49.53,0.00,182.62,0.00,185.33,0.00,0.00,0.00,208.40,0.00,0,0,0,0
416.23,173.34,0.00,48.11,0.00,178.22,0.00,178.01,0.00,0.00,0.00,201.89,0.00,0,0,0,0
417.24,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,204.33,0.00,0,0,0,0
418.24,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,204.33,0.00,0,0,0,0
419.25,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
420.25,173.34,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
421.26,174.32,0.00,48.47,0.00,179.69,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
422.26,173.83,0.00,48.47,0.00,179.20,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
423.27,173.34,0.00,48.11,0.00,178.22,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
424.27,173.34,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
425.28,174.32,0.00,48.47,0.00,179.69,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
426.29,173.83,0.00,48.47,0.00,179.20,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
427.29,173.83,0.00,48.29,0.00,178.71,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
428.30,173.83,0.00,48.29,0.00,178.71,0.00,179.64,0.00,0.00,0.00,202.70,0.00,0,0,0,0
429.30,174.32,0.00,48.64,0.00,179.69,0.00,181.26,0.00,0.00,0.00,204.33,0.00,0,0,0,0
430.31,173.83,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
431.31,173.34,0.00,48.11,0.00,178.22,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
432.32,173.83,0.00,48.47,0.00,178.71,0.00,179.64,0.00,0.00,0.00,202.70,0.00,0,0,0,0
433.32,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
434.33,173.83,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
435.33,173.34,0.00,48.11,0.00,178.22,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
436.34,173.83,0.00,48.29,0.00,179.20,0.00,179.64,0.00,0.00,0.00,202.70,0.00,0,0,0,0
437.35,174.32,0.00,48.64,0.00,179.69,0.00,181.26,0.00,0.00,0.00,204.33,0.00,0,0,0,0
438.35,173.83,0.00,48.47,0.00,179.20,0.00,180.45,0.00,0.00,0.00,203.52,0.00,0,0,0,0
439.36,173.34,0.00,48.11,0.00,178.22,0.00,178.01,0.00,0.00,0.00,201.89,0.00,0,0,0,0
440.36,173.83,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,202.70,0.00,0,0,0,0
441.37,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,204.33,0.00,0,0,0,0
442.37,173.83,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
443.38,173.34,0.00,48.29,0.00,178.22,0.00,178.82,0.00,0.00,0.00,202.70,0.00,0,0,0,0
444.38,174.32,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
445.39,174.32,0.00,48.64,0.00,179.69,0.00,180.45,0.00,0.00,0.00,204.33,0.00,0,0,0,0
446.39,178.22,0.00,50.06,0.00,184.08,0.00,188.59,0.00,0.00,0.00,210.84,0.00,0,0,0,0
447.40,172.85,0.00,47.93,0.00,177.73,0.00,177.19,0.00,0.00,0.00,201.08,0.00,0,0,0,0
448.40,172.85,0.00,47.93,0.00,177.73,0.00,177.19,0.00,0.00,0.00,201.08,0.00,0,0,0,0
449.41,176.76,0.00,49.53,0.00,182.62,0.00,185.33,0.00,0.00,0.00,208.40,0.00,0,0,0,0
450.42,174.80,0.00,48.82,0.00,180.18,0.00,181.26,0.00,0.00,0.00,205.14,0.00,0,0,0,0
451.42,174.32,0.00,48.47,0.00,179.20,0.00,179.64,0.00,0.00,0.00,203.52,0.00,0,0,0,0
